Can Breed: 100% Male
0032	Nidoran♂	Nidoran♂
0033	Nidorino	Nidorino
0034	Nidoking	Nidoking
0106	Hitmonlee	Hitmonlee
0107	Hitmonchan	Hitmonchan
0128	Tauros	Tauros
0237	Hitmontop	Hitmontop
0313	Volbeat	Volbeat
0414	Mothim	Mothim
0475	Gallade	Gallade
0538	Throh	Throh
0539	Sawk	Sawk
0627	Rufflet	Rufflet
0628	Braviary	Braviary
0859	Impidimp	Impidimp
0860	Morgrem	Morgrem
0861	Grimmsnarl	Grimmsnarl

Cannot Breed: 100% Male
0236	Tyrogue	Tyrogue
0381	Latios	Latios
0641	Tornadus	Tornadus
0642	Thundurus	Thundurus
0645	Landorus	Landorus
1014	Okidogi	Okidogi
1015	Munkidori	Munkidori
1016	Fezandipiti	Fezandipiti

Can Breed: 12.5% Female
0001	Bulbasaur	Bulbasaur
0002	Ivysaur	Ivysaur
0003	Venusaur	Venusaur
0004	Charmander	Charmander
0005	Charmeleon	Charmeleon
0006	Charizard	Charizard
0007	Squirtle	Squirtle
0008	Wartortle	Wartortle
0009	Blastoise	Blastoise
0133	Eevee	Eevee
0134	Vaporeon	Vaporeon
0135	Jolteon	Jolteon
0136	Flareon	Flareon
0138	Omanyte	Omanyte
0139	Omastar	Omastar
0140	Kabuto	Kabuto
0141	Kabutops	Kabutops
0142	Aerodactyl	Aerodactyl
0143	Snorlax	Snorlax
0152	Chikorita	Chikorita
0153	Bayleef	Bayleef
0154	Meganium	Meganium
0155	Cyndaquil	Cyndaquil
0156	Quilava	Quilava
0157	Typhlosion	Typhlosion
0158	Totodile	Totodile
0159	Croconaw	Croconaw
0160	Feraligatr	Feraligatr
0176	Togetic	Togetic
0196	Espeon	Espeon
0197	Umbreon	Umbreon
0252	Treecko	Treecko
0253	Grovyle	Grovyle
0254	Sceptile	Sceptile
0255	Torchic	Torchic
0256	Combusken	Combusken
0257	Blaziken	Blaziken
0258	Mudkip	Mudkip
0259	Marshtomp	Marshtomp
0260	Swampert	Swampert
0345	Lileep	Lileep
0346	Cradily	Cradily
0347	Anorith	Anorith
0348	Armaldo	Armaldo
0369	Relicanth	Relicanth
0387	Turtwig	Turtwig
0388	Grotle	Grotle
0389	Torterra	Torterra
0390	Chimchar	Chimchar
0391	Monferno	Monferno
0392	Infernape	Infernape
0393	Piplup	Piplup
0394	Prinplup	Prinplup
0395	Empoleon	Empoleon
0408	Cranidos	Cranidos
0409	Rampardos	Rampardos
0410	Shieldon	Shieldon
0411	Bastiodon	Bastiodon
0415	Combee	Combee
0448	Lucario	Lucario
0468	Togekiss	Togekiss
0470	Leafeon	Leafeon
0471	Glaceon	Glaceon
0495	Snivy	Snivy
0496	Servine	Servine
0497	Serperior	Serperior
0498	Tepig	Tepig
0499	Pignite	Pignite
0500	Emboar	Emboar
0501	Oshawott	Oshawott
0502	Dewott	Dewott
0503	Samurott	Samurott
0511	Pansage	Pansage
0512	Simisage	Simisage
0513	Pansear	Pansear
0514	Simisear	Simisear
0515	Panpour	Panpour
0516	Simipour	Simipour
0564	Tirtouga	Tirtouga
0565	Carracosta	Carracosta
0566	Archen	Archen
0567	Archeops	Archeops
0570	Zorua	Zorua
0571	Zoroark	Zoroark
0650	Chespin	Chespin
0651	Quilladin	Quilladin
0652	Chesnaught	Chesnaught
0653	Fennekin	Fennekin
0654	Braixen	Braixen
0655	Delphox	Delphox
0656	Froakie	Froakie
0657	Frogadier	Frogadier
0658	Greninja	Greninja
0696	Tyrunt	Tyrunt
0697	Tyrantrum	Tyrantrum
0698	Amaura	Amaura
0699	Aurorus	Aurorus
0700	Sylveon	Sylveon
0722	Rowlet	Rowlet
0723	Dartrix	Dartrix
0724	Decidueye	Decidueye
0725	Litten	Litten
0726	Torracat	Torracat
0727	Incineroar	Incineroar
0728	Popplio	Popplio
0729	Brionne	Brionne
0730	Primarina	Primarina
0757	Salandit	Salandit
0810	Grookey	Grookey
0811	Thwackey	Thwackey
0812	Rillaboom	Rillaboom
0813	Scorbunny	Scorbunny
0814	Raboot	Raboot
0815	Cinderace	Cinderace
0816	Sobble	Sobble
0817	Drizzile	Drizzile
0818	Inteleon	Inteleon
0906	Sprigatito	Sprigatito
0907	Floragato	Floragato
0908	Meowscarada	Meowscarada
0909	Fuecoco	Fuecoco
0910	Crocalor	Crocalor
0911	Skeledirge	Skeledirge
0912	Quaxly	Quaxly
0913	Quaxwell	Quaxwell
0914	Quaquaval	Quaquaval

Cannot Breed: 12.5% Female
0175	Togepi	Togepi
0446	Munchlax	Munchlax
0447	Riolu	Riolu
0891	Kubfu	Kubfu
0892	Urshifu	Urshifu

Can Breed: 25% Female
0058	Growlithe	Growlithe
0059	Arcanine	Arcanine
0063	Abra	Abra
0064	Kadabra	Kadabra
0065	Alakazam	Alakazam
0066	Machop	Machop
0067	Machoke	Machoke
0068	Machamp	Machamp
0125	Electabuzz	Electabuzz
0126	Magmar	Magmar
0296	Makuhita	Makuhita
0297	Hariyama	Hariyama
0466	Electivire	Electivire
0467	Magmortar	Magmortar
0532	Timburr	Timburr
0533	Gurdurr	Gurdurr
0534	Conkeldurr	Conkeldurr

Cannot Breed: 25% Female
0239	Elekid	Elekid
0240	Magby	Magby

Can Breed: 50% Female
0010	Caterpie	Caterpie
0011	Metapod	Metapod
0012	Butterfree	Butterfree
0013	Weedle	Weedle
0014	Kakuna	Kakuna
0015	Beedrill	Beedrill
0016	Pidgey	Pidgey
0017	Pidgeotto	Pidgeotto
0018	Pidgeot	Pidgeot
0019	Rattata	Rattata
0020	Raticate	Raticate
0021	Spearow	Spearow
0022	Fearow	Fearow
0023	Ekans	Ekans
0024	Arbok	Arbok
0025	Pikachu	Pikachu
0026	Raichu	Raichu
0027	Sandshrew	Sandshrew
0028	Sandslash	Sandslash
0041	Zubat	Zubat
0042	Golbat	Golbat
0043	Oddish	Oddish
0044	Gloom	Gloom
0045	Vileplume	Vileplume
0046	Paras	Paras
0047	Parasect	Parasect
0048	Venonat	Venonat
0049	Venomoth	Venomoth
0050	Diglett	Diglett
0051	Dugtrio	Dugtrio
0052	Meowth	Meowth
0053	Persian	Persian
0054	Psyduck	Psyduck
0055	Golduck	Golduck
0056	Mankey	Mankey
0057	Primeape	Primeape
0060	Poliwag	Poliwag
0061	Poliwhirl	Poliwhirl
0062	Poliwrath	Poliwrath
0069	Bellsprout	Bellsprout
0070	Weepinbell	Weepinbell
0071	Victreebel	Victreebel
0072	Tentacool	Tentacool
0073	Tentacruel	Tentacruel
0074	Geodude	Geodude
0075	Graveler	Graveler
0076	Golem	Golem
0077	Ponyta	Ponyta
0078	Rapidash	Rapidash
0079	Slowpoke	Slowpoke
0080	Slowbro	Slowbro
0083	Farfetch'd	Farfetch'd
0084	Doduo	Doduo
0085	Dodrio	Dodrio
0086	Seel	Seel
0087	Dewgong	Dewgong
0088	Grimer	Grimer
0089	Muk	Muk
0090	Shellder	Shellder
0091	Cloyster	Cloyster
0092	Gastly	Gastly
0093	Haunter	Haunter
0094	Gengar	Gengar
0095	Onix	Onix
0096	Drowzee	Drowzee
0097	Hypno	Hypno
0098	Krabby	Krabby
0099	Kingler	Kingler
0102	Exeggcute	Exeggcute
0103	Exeggutor	Exeggutor
0104	Cubone	Cubone
0105	Marowak	Marowak
0108	Lickitung	Lickitung
0109	Koffing	Koffing
0110	Weezing	Weezing
0111	Rhyhorn	Rhyhorn
0112	Rhydon	Rhydon
0114	Tangela	Tangela
0116	Horsea	Horsea
0117	Seadra	Seadra
0118	Goldeen	Goldeen
0119	Seaking	Seaking
0122	Mr. Mime	Mr. Mime
0123	Scyther	Scyther
0127	Pinsir	Pinsir
0129	Magikarp	Magikarp
0130	Gyarados	Gyarados
0131	Lapras	Lapras
0147	Dratini	Dratini
0148	Dragonair	Dragonair
0149	Dragonite	Dragonite
0161	Sentret	Sentret
0162	Furret	Furret
0163	Hoothoot	Hoothoot
0164	Noctowl	Noctowl
0165	Ledyba	Ledyba
0166	Ledian	Ledian
0167	Spinarak	Spinarak
0168	Ariados	Ariados
0169	Crobat	Crobat
0170	Chinchou	Chinchou
0171	Lanturn	Lanturn
0177	Natu	Natu
0178	Xatu	Xatu
0179	Mareep	Mareep
0180	Flaaffy	Flaaffy
0181	Ampharos	Ampharos
0182	Bellossom	Bellossom
0183	Marill	Marill
0184	Azumarill	Azumarill
0185	Sudowoodo	Sudowoodo
0186	Politoed	Politoed
0187	Hoppip	Hoppip
0188	Skiploom	Skiploom
0189	Jumpluff	Jumpluff
0190	Aipom	Aipom
0191	Sunkern	Sunkern
0192	Sunflora	Sunflora
0193	Yanma	Yanma
0194	Wooper	Wooper
0195	Quagsire	Quagsire
0198	Murkrow	Murkrow
0199	Slowking	Slowking
0200	Misdreavus	Misdreavus
0202	Wobbuffet	Wobbuffet
0203	Girafarig	Girafarig
0204	Pineco	Pineco
0205	Forretress	Forretress
0206	Dunsparce	Dunsparce
0207	Gligar	Gligar
0208	Steelix	Steelix
0211	Qwilfish	Qwilfish
0212	Scizor	Scizor
0213	Shuckle	Shuckle
0214	Heracross	Heracross
0215	Sneasel	Sneasel
0216	Teddiursa	Teddiursa
0217	Ursaring	Ursaring
0218	Slugma	Slugma
0219	Magcargo	Magcargo
0220	Swinub	Swinub
0221	Piloswine	Piloswine
0223	Remoraid	Remoraid
0224	Octillery	Octillery
0225	Delibird	Delibird
0226	Mantine	Mantine
0227	Skarmory	Skarmory
0228	Houndour	Houndour
0229	Houndoom	Houndoom
0230	Kingdra	Kingdra
0231	Phanpy	Phanpy
0232	Donphan	Donphan
0234	Stantler	Stantler
0235	Smeargle	Smeargle
0246	Larvitar	Larvitar
0247	Pupitar	Pupitar
0248	Tyranitar	Tyranitar
0261	Poochyena	Poochyena
0262	Mightyena	Mightyena
0263	Zigzagoon	Zigzagoon
0264	Linoone	Linoone
0265	Wurmple	Wurmple
0266	Silcoon	Silcoon
0267	Beautifly	Beautifly
0268	Cascoon	Cascoon
0269	Dustox	Dustox
0270	Lotad	Lotad
0271	Lombre	Lombre
0272	Ludicolo	Ludicolo
0273	Seedot	Seedot
0274	Nuzleaf	Nuzleaf
0275	Shiftry	Shiftry
0276	Taillow	Taillow
0277	Swellow	Swellow
0278	Wingull	Wingull
0279	Pelipper	Pelipper
0280	Ralts	Ralts
0281	Kirlia	Kirlia
0282	Gardevoir	Gardevoir
0283	Surskit	Surskit
0284	Masquerain	Masquerain
0285	Shroomish	Shroomish
0286	Breloom	Breloom
0287	Slakoth	Slakoth
0288	Vigoroth	Vigoroth
0289	Slaking	Slaking
0290	Nincada	Nincada
0291	Ninjask	Ninjask
0293	Whismur	Whismur
0294	Loudred	Loudred
0295	Exploud	Exploud
0299	Nosepass	Nosepass
0302	Sableye	Sableye
0303	Mawile	Mawile
0304	Aron	Aron
0305	Lairon	Lairon
0306	Aggron	Aggron
0307	Meditite	Meditite
0308	Medicham	Medicham
0309	Electrike	Electrike
0310	Manectric	Manectric
0311	Plusle	Plusle
0312	Minun	Minun
0315	Roselia	Roselia
0316	Gulpin	Gulpin
0317	Swalot	Swalot
0318	Carvanha	Carvanha
0319	Sharpedo	Sharpedo
0320	Wailmer	Wailmer
0321	Wailord	Wailord
0322	Numel	Numel
0323	Camerupt	Camerupt
0324	Torkoal	Torkoal
0325	Spoink	Spoink
0326	Grumpig	Grumpig
0327	Spinda	Spinda
0328	Trapinch	Trapinch
0329	Vibrava	Vibrava
0330	Flygon	Flygon
0331	Cacnea	Cacnea
0332	Cacturne	Cacturne
0333	Swablu	Swablu
0334	Altaria	Altaria
0335	Zangoose	Zangoose
0336	Seviper	Seviper
0339	Barboach	Barboach
0340	Whiscash	Whiscash
0341	Corphish	Corphish
0342	Crawdaunt	Crawdaunt
0349	Feebas	Feebas
0350	Milotic	Milotic
0351	Castform	Castform
0352	Kecleon	Kecleon
0353	Shuppet	Shuppet
0354	Banette	Banette
0355	Duskull	Duskull
0356	Dusclops	Dusclops
0357	Tropius	Tropius
0358	Chimecho	Chimecho
0359	Absol	Absol
0361	Snorunt	Snorunt
0362	Glalie	Glalie
0363	Spheal	Spheal
0364	Sealeo	Sealeo
0365	Walrein	Walrein
0366	Clamperl	Clamperl
0367	Huntail	Huntail
0368	Gorebyss	Gorebyss
0371	Bagon	Bagon
0372	Shelgon	Shelgon
0373	Salamence	Salamence
0396	Starly	Starly
0397	Staravia	Staravia
0398	Staraptor	Staraptor
0399	Bidoof	Bidoof
0400	Bibarel	Bibarel
0401	Kricketot	Kricketot
0402	Kricketune	Kricketune
0403	Shinx	Shinx
0404	Luxio	Luxio
0405	Luxray	Luxray
0407	Roserade	Roserade
0412	Burmy	Burmy
0417	Pachirisu	Pachirisu
0418	Buizel	Buizel
0419	Floatzel	Floatzel
0420	Cherubi	Cherubi
0421	Cherrim	Cherrim
0422	Shellos	Shellos
0423	Gastrodon	Gastrodon
0424	Ambipom	Ambipom
0425	Drifloon	Drifloon
0426	Drifblim	Drifblim
0427	Buneary	Buneary
0428	Lopunny	Lopunny
0429	Mismagius	Mismagius
0430	Honchkrow	Honchkrow
0434	Stunky	Stunky
0435	Skuntank	Skuntank
0441	Chatot	Chatot
0442	Spiritomb	Spiritomb
0443	Gible	Gible
0444	Gabite	Gabite
0445	Garchomp	Garchomp
0449	Hippopotas	Hippopotas
0450	Hippowdon	Hippowdon
0451	Skorupi	Skorupi
0452	Drapion	Drapion
0453	Croagunk	Croagunk
0454	Toxicroak	Toxicroak
0455	Carnivine	Carnivine
0456	Finneon	Finneon
0457	Lumineon	Lumineon
0459	Snover	Snover
0460	Abomasnow	Abomasnow
0461	Weavile	Weavile
0463	Lickilicky	Lickilicky
0464	Rhyperior	Rhyperior
0465	Tangrowth	Tangrowth
0469	Yanmega	Yanmega
0472	Gliscor	Gliscor
0473	Mamoswine	Mamoswine
0476	Probopass	Probopass
0477	Dusknoir	Dusknoir
0504	Patrat	Patrat
0505	Watchog	Watchog
0506	Lillipup	Lillipup
0507	Herdier	Herdier
0508	Stoutland	Stoutland
0509	Purrloin	Purrloin
0510	Liepard	Liepard
0517	Munna	Munna
0518	Musharna	Musharna
0519	Pidove	Pidove
0520	Tranquill	Tranquill
0521	Unfezant	Unfezant
0522	Blitzle	Blitzle
0523	Zebstrika	Zebstrika
0524	Roggenrola	Roggenrola
0525	Boldore	Boldore
0526	Gigalith	Gigalith
0527	Woobat	Woobat
0528	Swoobat	Swoobat
0529	Drilbur	Drilbur
0530	Excadrill	Excadrill
0531	Audino	Audino
0535	Tympole	Tympole
0536	Palpitoad	Palpitoad
0537	Seismitoad	Seismitoad
0540	Sewaddle	Sewaddle
0541	Swadloon	Swadloon
0542	Leavanny	Leavanny
0543	Venipede	Venipede
0544	Whirlipede	Whirlipede
0545	Scolipede	Scolipede
0546	Cottonee	Cottonee
0547	Whimsicott	Whimsicott
0550	Basculin	Basculin
0551	Sandile	Sandile
0552	Krokorok	Krokorok
0553	Krookodile	Krookodile
0554	Darumaka	Darumaka
0555	Darmanitan	Darmanitan
0556	Maractus	Maractus
0557	Dwebble	Dwebble
0558	Crustle	Crustle
0559	Scraggy	Scraggy
0560	Scrafty	Scrafty
0561	Sigilyph	Sigilyph
0562	Yamask	Yamask
0563	Cofagrigus	Cofagrigus
0568	Trubbish	Trubbish
0569	Garbodor	Garbodor
0577	Solosis	Solosis
0578	Duosion	Duosion
0579	Reuniclus	Reuniclus
0580	Ducklett	Ducklett
0581	Swanna	Swanna
0582	Vanillite	Vanillite
0583	Vanillish	Vanillish
0584	Vanilluxe	Vanilluxe
0585	Deerling	Deerling
0586	Sawsbuck	Sawsbuck
0587	Emolga	Emolga
0588	Karrablast	Karrablast
0589	Escavalier	Escavalier
0590	Foongus	Foongus
0591	Amoonguss	Amoonguss
0592	Frillish	Frillish
0593	Jellicent	Jellicent
0594	Alomomola	Alomomola
0595	Joltik	Joltik
0596	Galvantula	Galvantula
0597	Ferroseed	Ferroseed
0598	Ferrothorn	Ferrothorn
0602	Tynamo	Tynamo
0603	Eelektrik	Eelektrik
0604	Eelektross	Eelektross
0605	Elgyem	Elgyem
0606	Beheeyem	Beheeyem
0607	Litwick	Litwick
0608	Lampent	Lampent
0609	Chandelure	Chandelure
0610	Axew	Axew
0611	Fraxure	Fraxure
0612	Haxorus	Haxorus
0613	Cubchoo	Cubchoo
0614	Beartic	Beartic
0616	Shelmet	Shelmet
0617	Accelgor	Accelgor
0618	Stunfisk	Stunfisk
0619	Mienfoo	Mienfoo
0620	Mienshao	Mienshao
0621	Druddigon	Druddigon
0624	Pawniard	Pawniard
0625	Bisharp	Bisharp
0626	Bouffalant	Bouffalant
0631	Heatmor	Heatmor
0632	Durant	Durant
0633	Deino	Deino
0634	Zweilous	Zweilous
0635	Hydreigon	Hydreigon
0636	Larvesta	Larvesta
0637	Volcarona	Volcarona
0659	Bunnelby	Bunnelby
0660	Diggersby	Diggersby
0661	Fletchling	Fletchling
0662	Fletchinder	Fletchinder
0663	Talonflame	Talonflame
0664	Scatterbug	Scatterbug
0665	Spewpa	Spewpa
0666	Vivillon	Vivillon
0672	Skiddo	Skiddo
0673	Gogoat	Gogoat
0674	Pancham	Pancham
0675	Pangoro	Pangoro
0676	Furfrou	Furfrou
0677	Espurr	Espurr
0678	Meowstic	Meowstic
0679	Honedge	Honedge
0680	Doublade	Doublade
0681	Aegislash	Aegislash
0682	Spritzee	Spritzee
0683	Aromatisse	Aromatisse
0684	Swirlix	Swirlix
0685	Slurpuff	Slurpuff
0686	Inkay	Inkay
0687	Malamar	Malamar
0688	Binacle	Binacle
0689	Barbaracle	Barbaracle
0690	Skrelp	Skrelp
0691	Dragalge	Dragalge
0692	Clauncher	Clauncher
0693	Clawitzer	Clawitzer
0694	Helioptile	Helioptile
0695	Heliolisk	Heliolisk
0701	Hawlucha	Hawlucha
0702	Dedenne	Dedenne
0704	Goomy	Goomy
0705	Sliggoo	Sliggoo
0706	Goodra	Goodra
0707	Klefki	Klefki
0708	Phantump	Phantump
0709	Trevenant	Trevenant
0710	Pumpkaboo	Pumpkaboo
0711	Gourgeist	Gourgeist
0712	Bergmite	Bergmite
0713	Avalugg	Avalugg
0714	Noibat	Noibat
0715	Noivern	Noivern
0731	Pikipek	Pikipek
0732	Trumbeak	Trumbeak
0733	Toucannon	Toucannon
0734	Yungoos	Yungoos
0735	Gumshoos	Gumshoos
0736	Grubbin	Grubbin
0737	Charjabug	Charjabug
0738	Vikavolt	Vikavolt
0739	Crabrawler	Crabrawler
0740	Crabominable	Crabominable
0742	Cutiefly	Cutiefly
0743	Ribombee	Ribombee
0744	Rockruff	Rockruff
0745	Lycanroc	Lycanroc
0746	Wishiwashi	Wishiwashi
0747	Mareanie	Mareanie
0748	Toxapex	Toxapex
0749	Mudbray	Mudbray
0750	Mudsdale	Mudsdale
0751	Dewpider	Dewpider
0752	Araquanid	Araquanid
0753	Fomantis	Fomantis
0754	Lurantis	Lurantis
0755	Morelull	Morelull
0756	Shiinotic	Shiinotic
0759	Stufful	Stufful
0760	Bewear	Bewear
0765	Oranguru	Oranguru
0766	Passimian	Passimian
0767	Wimpod	Wimpod
0768	Golisopod	Golisopod
0769	Sandygast	Sandygast
0770	Palossand	Palossand
0771	Pyukumuku	Pyukumuku
0775	Komala	Komala
0776	Turtonator	Turtonator
0777	Togedemaru	Togedemaru
0778	Mimikyu	Mimikyu
0779	Bruxish	Bruxish
0780	Drampa	Drampa
0782	Jangmo-o	Jangmo-o
0783	Hakamo-o	Hakamo-o
0784	Kommo-o	Kommo-o
0819	Skwovet	Skwovet
0820	Greedent	Greedent
0821	Rookidee	Rookidee
0822	Corvisquire	Corvisquire
0823	Corviknight	Corviknight
0824	Blipbug	Blipbug
0825	Dottler	Dottler
0826	Orbeetle	Orbeetle
0827	Nickit	Nickit
0828	Thievul	Thievul
0829	Gossifleur	Gossifleur
0830	Eldegoss	Eldegoss
0831	Wooloo	Wooloo
0832	Dubwool	Dubwool
0833	Chewtle	Chewtle
0834	Drednaw	Drednaw
0835	Yamper	Yamper
0836	Boltund	Boltund
0837	Rolycoly	Rolycoly
0838	Carkol	Carkol
0839	Coalossal	Coalossal
0840	Applin	Applin
0841	Flapple	Flapple
0842	Appletun	Appletun
0843	Silicobra	Silicobra
0844	Sandaconda	Sandaconda
0845	Cramorant	Cramorant
0846	Arrokuda	Arrokuda
0847	Barraskewda	Barraskewda
0849	Toxtricity	Toxtricity
0850	Sizzlipede	Sizzlipede
0851	Centiskorch	Centiskorch
0852	Clobbopus	Clobbopus
0853	Grapploct	Grapploct
0862	Obstagoon	Obstagoon
0863	Perrserker	Perrserker
0865	Sirfetch'd	Sirfetch'd
0866	Mr. Rime	Mr. Rime
0867	Runerigus	Runerigus
0871	Pincurchin	Pincurchin
0872	Snom	Snom
0873	Frosmoth	Frosmoth
0874	Stonjourner	Stonjourner
0875	Eiscue	Eiscue
0876	Indeedee	Indeedee
0877	Morpeko	Morpeko
0878	Cufant	Cufant
0879	Copperajah	Copperajah
0884	Duraludon	Duraludon
0885	Dreepy	Dreepy
0886	Drakloak	Drakloak
0887	Dragapult	Dragapult
0899	Wyrdeer	Wyrdeer
0900	Kleavor	Kleavor
0901	Ursaluna	Ursaluna
0902	Basculegion	Basculegion
0903	Sneasler	Sneasler
0904	Overqwil	Overqwil
0915	Lechonk	Lechonk
0916	Oinkologne	Oinkologne
0917	Tarountula	Tarountula
0918	Spidops	Spidops
0919	Nymble	Nymble
0920	Lokix	Lokix
0921	Pawmi	Pawmi
0922	Pawmo	Pawmo
0923	Pawmot	Pawmot
0926	Fidough	Fidough
0927	Dachsbun	Dachsbun
0928	Smoliv	Smoliv
0929	Dolliv	Dolliv
0930	Arboliva	Arboliva
0931	Squawkabilly	Squawkabilly
0932	Nacli	Nacli
0933	Naclstack	Naclstack
0934	Garganacl	Garganacl
0935	Charcadet	Charcadet
0936	Armarouge	Armarouge
0937	Ceruledge	Ceruledge
0938	Tadbulb	Tadbulb
0939	Bellibolt	Bellibolt
0940	Wattrel	Wattrel
0941	Kilowattrel	Kilowattrel
0942	Maschiff	Maschiff
0943	Mabosstiff	Mabosstiff
0944	Shroodle	Shroodle
0945	Grafaiai	Grafaiai
0946	Bramblin	Bramblin
0947	Brambleghast	Brambleghast
0948	Toedscool	Toedscool
0949	Toedscruel	Toedscruel
0950	Klawf	Klawf
0951	Capsakid	Capsakid
0952	Scovillain	Scovillain
0953	Rellor	Rellor
0954	Rabsca	Rabsca
0955	Flittle	Flittle
0956	Espathra	Espathra
0960	Wiglett	Wiglett
0961	Wugtrio	Wugtrio
0962	Bombirdier	Bombirdier
0963	Finizen	Finizen
0964	Palafin	Palafin
0965	Varoom	Varoom
0966	Revavroom	Revavroom
0967	Cyclizar	Cyclizar
0968	Orthworm	Orthworm
0969	Glimmet	Glimmet
0970	Glimmora	Glimmora
0971	Greavard	Greavard
0972	Houndstone	Houndstone
0973	Flamigo	Flamigo
0974	Cetoddle	Cetoddle
0975	Cetitan	Cetitan
0976	Veluza	Veluza
0977	Dondozo	Dondozo
0978	Tatsugiri	Tatsugiri
0979	Annihilape	Annihilape
0980	Clodsire	Clodsire
0981	Farigiraf	Farigiraf
0982	Dudunsparce	Dudunsparce
